user_id	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15
433	2	2	3	3	3	3	5	3	2	4	3	3	4	5	4
434	0	4	3	2	4	2	3	4	3	2	2	3	2	4	1
435	5	5	0	5	2	3	4	0	2	5	1	1	4	2	0
436	2	3	3	3	3	4	3	3	2	3	3	3	2	2	4
437	4	3	5	3	1	3	3	1	3	3	4	4	4	3	3
438	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
439	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
440	4	3	5	5	3	5	3	4	4	5	3	3	4	3	5
441	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
442	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
443	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
444	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
445	5	1	3	5	1	3	1	5	5	5	1	1	5	4	3
446	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
447	5	2	4	4	2	4	1	5	5	4	1	1	5	4	4
448	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
449	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
450	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
451	3	2	3	5	2	3	2	3	3	1	2	0	3	5	3
452	4	3	3	3	3	3	3	3	3	3	4	3	4	3	4
453	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
454	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
455	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
456	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
457	5	1	5	5	1	5	0	4	4	4	0	0	4	4	4
458	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
459	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
460	4	0	3	4	4	5	2	5	2	2	3	0	2	2	5
461	5	4	1	1	4	3	3	1	5	4	3	3	5	1	3
462	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
463	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
464	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
465	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
466	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
467	1	2	1	2	1	2	2	3	3	5	4	5	4	4	3
468	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
469	4	4	4	4	4	4	1	4	4	4	1	1	4	4	4
470	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
471	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
472	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
473	5	1	5	4	1	5	1	5	5	4	1	0	3	3	4
474	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
475	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
476	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
477	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
478	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
479	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
480	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
481	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
482	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
483	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
484	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
485	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
486	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
487	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
488	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
489	2	2	0	2	5	3	2	2	2	3	3	1	2	0	1
490	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
491	3	3	5	5	5	5	1	5	3	5	0	2	3	5	5
492	4	3	2	1	3	3	1	1	4	1	1	1	4	1	1
493	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
494	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
495	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
496	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
497	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
498	5	0	5	5	0	5	5	5	5	5	0	0	5	5	5
499	5	0	3	3	0	3	0	3	5	3	0	0	5	3	3
500	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
501	4	2	0	0	1	5	3	5	4	0	3	1	4	4	5
502	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
503	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
504	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
505	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
506	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
507	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
508	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
509	4	3	2	4	3	2	4	5	0	4	2	0	4	0	0
510	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
511	3	1	1	3	3	5	4	5	3	3	4	3	4	3	3
512	4	2	0	0	2	5	3	5	3	0	4	4	3	3	5
513	5	1	5	5	0	5	2	5	5	3	1	0	5	4	3
514	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
515	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
516	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
517	3	3	3	3	3	3	5	3	3	5	3	3	1	1	3
518	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
519	2	2	0	5	5	3	3	2	2	5	4	4	2	4	3
520	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
521	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
522	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
523	3	0	5	5	0	3	1	3	3	3	2	1	5	5	3
524	4	3	3	2	4	4	3	5	4	1	3	4	4	2	5
525	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
526	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
527	4	2	0	0	2	5	3	5	3	0	2	3	4	4	5
528	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
529	4	1	4	4	1	2	1	4	4	4	1	1	4	4	4
530	5	0	3	3	0	3	0	3	5	4	0	0	5	5	3
531	5	1	5	5	1	5	1	5	5	5	0	0	3	3	5
532	2	4	5	2	5	2	2	1	1	4	0	5	0	4	3
533	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
534	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
535	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
536	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
537	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
538	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
539	4	2	0	0	3	5	3	5	3	0	2	1	4	4	5
540	2	4	0	4	4	4	4	4	4	4	4	2	4	2	4
541	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
542	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
543	2	3	3	2	4	2	2	2	3	3	3	3	3	2	3
544	1	4	1	0	3	2	2	2	2	2	4	3	2	3	2
545	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
546	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
547	3	3	2	4	5	5	5	4	2	2	0	0	5	4	1
548	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
549	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
550	5	1	5	5	0	5	0	5	3	5	1	1	5	3	5
551	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
552	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
553	3	3	3	5	5	3	4	4	0	1	3	1	3	5	5
554	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
555	2	3	3	3	3	4	3	3	2	3	3	3	2	2	4
556	3	2	1	2	3	3	2	3	1	0	1	1	3	3	1
557	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
558	4	2	3	0	3	5	3	5	3	0	2	2	4	4	5
559	0	4	0	4	2	4	2	0	0	4	4	0	4	4	2
560	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
561	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
562	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
563	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
564	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
565	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
566	5	3	5	3	5	5	2	3	2	2	5	5	4	5	3
567	3	5	2	3	5	3	3	0	3	2	3	3	3	0	3
568	5	1	5	4	1	5	1	5	3	5	0	1	5	5	5
569	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
570	5	1	5	5	0	5	3	4	5	3	0	0	5	5	5
571	5	0	5	5	5	5	0	5	5	5	0	0	5	5	5
572	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
573	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
574	4	5	0	0	5	4	5	0	5	0	3	3	3	0	3
575	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
576	4	3	2	3	2	5	3	4	3	3	3	2	3	2	4
577	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
578	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
579	3	3	5	5	3	5	3	5	3	5	3	3	3	2	5
580	5	3	5	3	3	3	0	2	3	2	0	2	5	2	3
581	5	4	1	1	4	5	3	5	5	0	3	3	5	0	5
582	4	4	0	0	4	4	0	4	4	0	1	1	4	0	4
583	5	5	0	0	5	5	5	5	4	0	5	5	4	0	5
584	0	1	2	3	4	5	1	3	2	5	5	5	5	5	4
585	4	2	0	0	2	2	2	3	3	0	1	1	4	4	4
586	3	3	3	3	3	5	3	5	3	5	3	3	3	2	5
587	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
588	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
589	4	2	2	2	2	4	2	2	2	2	2	2	4	4	4
590	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
591	4	2	4	4	2	4	2	4	4	4	3	3	4	4	4
592	4	2	4	4	2	4	2	4	4	4	2	2	4	5	4
593	5	1	3	2	1	3	3	3	3	3	3	3	3	3	3
594	5	2	5	5	1	3	1	5	5	5	1	1	5	3	3
595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
597	4	2	2	3	3	3	1	4	4	3	1	2	3	1	2
598	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
599	4	2	3	0	3	5	3	5	3	0	2	1	4	4	5
600	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
601	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
602	3	1	5	3	4	5	4	5	1	5	4	5	4	5	3
603	3	0	3	3	0	0	3	2	3	3	3	2	3	3	3
604	3	5	3	2	5	3	3	0	3	2	3	3	3	0	3
605	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
606	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
607	4	3	2	2	3	3	2	3	4	2	2	2	4	2	3
608	5	5	5	0	0	0	0	0	0	5	5	5	0	0	0
609	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
610	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
611	3	0	0	4	0	2	1	0	5	3	3	3	5	5	3
612	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
613	5	1	5	4	1	5	0	5	5	5	1	1	5	5	5
614	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
615	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
616	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
617	4	2	5	5	2	4	3	4	4	5	4	4	4	5	4
618	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
619	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
620	3	0	5	5	0	5	1	4	4	5	0	0	4	5	5
621	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
622	3	2	3	3	2	3	2	3	3	3	2	3	3	3	3
623	1	3	0	2	3	2	3	2	1	2	3	0	3	2	3
624	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
625	3	2	3	0	3	5	3	5	3	0	2	1	4	4	5
626	3	4	3	3	2	5	2	3	3	1	2	3	0	2	3
627	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
628	3	1	3	1	1	5	5	1	3	5	3	1	3	5	5
629	5	2	5	3	1	3	2	5	5	5	1	1	5	5	5
630	2	2	0	4	0	2	4	4	4	4	4	0	4	2	2
631	4	1	4	4	1	2	0	5	3	4	0	1	2	4	1
632	1	2	3	1	3	2	0	4	5	1	4	4	2	5	1
633	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
634	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
635	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
636	5	3	3	1	0	3	3	5	3	3	3	3	3	5	5
637	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
638	4	0	5	5	0	5	0	4	4	4	0	0	4	5	5
639	5	1	1	5	3	1	5	3	4	5	3	5	1	3	3
640	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
641	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
642	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
643	4	2	3	3	2	5	3	5	3	3	3	2	3	4	5
644	4	0	0	2	0	0	5	3	1	5	0	3	4	2	2
645	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
646	5	0	3	3	0	3	1	3	5	3	0	0	5	5	3
647	3	2	3	3	2	3	4	3	3	3	0	5	2	5	4
648	5	1	3	5	1	3	2	5	5	4	1	1	5	3	5
649	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
650	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
651	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
652	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
653	4	2	4	4	2	4	2	4	4	4	2	2	4	4	4
654	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
655	5	3	3	5	1	1	1	1	1	3	5	3	5	5	1
656	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
657	4	2	3	3	3	4	3	4	4	3	4	3	4	3	3
658	4	0	5	4	0	5	0	4	3	4	0	0	4	5	5
659	5	1	3	5	2	3	1	4	4	5	2	1	5	5	5
660	4	2	3	3	2	5	3	5	3	3	2	1	3	3	5
661	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
662	2	3	4	4	3	3	5	3	4	3	4	5	3	1	4
663	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
664	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
665	5	0	5	5	0	5	5	5	5	5	5	0	5	5	5
666	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
668	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
669	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
670	3	3	3	1	3	3	3	3	1	2	3	3	1	3	4
671	5	0	3	3	5	3	0	3	5	3	0	0	5	5	3
672	4	2	2	2	2	4	2	4	4	2	0	2	4	4	4
673	3	3	3	3	3	3	3	5	3	5	3	3	3	3	1
674	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
675	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
676	3	0	5	5	0	5	1	4	4	5	0	0	3	5	4
677	4	1	4	4	1	4	1	4	4	4	1	1	4	4	4
678	4	2	3	3	2	5	2	5	3	3	2	2	4	4	5
679	4	2	4	4	2	4	2	4	4	4	2	2	4	4	4
680	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
681	3	2	2	2	2	4	1	2	3	2	1	1	3	3	3
682	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
683	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
684	0	3	3	3	3	1	1	3	1	2	3	1	5	3	3
685	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
686	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
687	2	4	5	3	3	3	3	3	2	1	3	4	2	3	3
688	4	3	3	3	3	5	3	4	3	4	5	3	3	3	3
689	3	3	5	5	0	1	5	1	3	2	3	3	3	3	1
690	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
691	5	5	5	0	0	0	5	5	5	0	0	0	5	5	5
692	5	0	3	3	1	5	1	5	3	4	2	1	5	3	4
693	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
694	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
695	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
696	4	0	5	5	0	5	1	4	5	4	0	1	4	5	5
697	5	0	3	3	0	3	0	3	5	3	0	0	5	5	4
698	4	2	3	3	2	5	3	5	3	3	2	1	4	4	5
699	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
700	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
701	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	1	3	0	0	2	2	5	2	2	1	4	4	2	3	1
704	2	3	3	3	3	4	3	4	2	3	3	3	2	2	4
705	1	1	2	4	1	5	1	1	2	4	5	3	3	5	3
706	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
707	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
708	1	1	1	1	3	1	5	5	3	4	4	2	0	0	0
709	4	2	2	2	2	4	1	2	2	2	2	1	3	2	3
710	5	5	5	4	4	4	3	3	3	5	5	5	0	0	0
711	5	3	4	4	4	4	3	5	5	4	5	3	5	1	4
712	0	0	0	4	4	0	4	4	0	4	2	0	4	2	2
713	1	2	2	2	4	2	4	3	1	1	5	3	1	4	1
714	2	3	3	3	3	4	3	4	2	3	3	3	2	2	4
715	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
716	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
718	4	2	3	2	3	2	0	2	2	3	5	5	3	0	0
719	4	4	4	4	4	4	2	4	4	2	2	2	4	4	4
720	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
721	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
722	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
723	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
724	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
725	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
726	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
727	4	2	3	3	3	4	3	4	4	3	4	3	4	3	3
728	4	2	2	2	2	2	2	2	2	2	2	2	4	2	2
729	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
732	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
733	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
734	5	4	3	3	4	3	3	5	2	2	4	4	3	1	4
735	4	2	2	2	2	4	2	2	4	2	2	2	4	4	4
736	4	2	3	3	3	4	3	4	4	3	4	3	4	3	3
737	4	2	2	2	2	2	2	2	4	2	2	2	2	2	2
738	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
739	2	2	2	3	1	3	5	2	0	0	5	5	3	5	3
740	4	4	4	3	3	5	2	4	2	3	2	0	3	4	4
741	4	3	3	5	2	5	3	3	3	3	3	3	4	3	3
742	4	3	3	3	4	5	3	3	4	3	4	2	4	1	4
743	4	0	3	3	3	5	0	5	2	2	3	0	2	2	5
744	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
745	5	0	5	5	0	5	5	5	5	5	0	5	5	5	5
746	4	2	2	2	2	4	2	4	4	2	2	2	4	4	4
747	0	2	2	4	2	3	3	2	3	2	3	2	4	0	5
748	3	2	3	3	2	3	3	5	3	3	1	3	3	3	3
749	4	2	3	3	3	4	3	4	4	3	4	3	4	3	3
750	3	2	4	3	2	1	1	2	1	0	3	2	3	3	2
751	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
752	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
753	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
754	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
755	4	3	5	5	3	5	3	3	4	5	3	3	4	4	5
756	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
757	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
758	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
759	4	1	1	1	1	3	2	3	4	1	2	2	4	4	2
760	2	5	0	0	5	5	5	5	0	0	5	3	3	2	3
761	5	3	1	1	4	4	2	4	5	1	1	0	4	2	4
762	2	2	2	2	2	2	2	2	4	2	2	2	4	2	2
763	4	2	2	2	2	4	2	2	4	2	2	2	4	4	4
764	4	3	3	3	3	4	4	5	4	3	4	3	4	2	3
765	2	0	5	5	2	5	0	5	5	3	0	0	3	5	5
766	4	3	3	2	3	3	2	4	4	2	2	1	4	3	3
767	4	2	2	2	2	2	2	2	4	2	2	2	4	2	2
768	4	2	2	2	2	4	2	4	4	2	2	2	4	4	4
769	5	3	3	3	2	3	3	2	3	3	3	3	2	3	2
770	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
771	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
772	5	4	5	5	4	5	3	4	5	4	4	4	5	1	5
773	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
774	2	5	0	0	5	0	2	0	1	0	5	5	2	0	0
775	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
776	4	2	3	2	3	5	0	5	2	2	3	0	2	2	5
777	4	2	2	2	2	2	2	2	4	2	2	2	2	2	2
778	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
779	3	0	4	5	0	5	0	4	3	4	0	0	4	5	5
780	2	2	3	3	2	5	3	5	3	3	2	2	4	4	5
781	4	1	0	0	2	5	5	4	4	0	3	3	4	4	3
782	5	0	5	5	5	5	0	5	5	5	0	0	5	5	5
783	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
784	4	1	2	2	2	4	2	4	4	2	2	2	4	4	4
785	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
786	4	0	4	2	3	4	4	2	2	2	2	2	4	4	5
787	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
788	5	0	3	3	0	3	0	3	5	3	0	0	5	5	3
789	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
790	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
791	3	5	5	3	3	2	0	3	3	3	0	0	3	2	5
792	4	2	3	3	2	4	3	5	3	3	2	1	4	4	5
793	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
795	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
796	3	0	4	4	0	5	0	5	4	4	0	1	3	5	5
797	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
798	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
799	5	0	3	4	2	4	2	5	5	5	0	1	3	5	4
800	5	0	4	4	4	4	0	5	5	5	0	0	5	5	5
801	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
802	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
803	5	0	3	5	2	4	2	5	3	5	2	0	5	5	4
804	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
805	4	2	4	2	1	4	2	4	4	2	2	2	4	4	4
806	5	4	5	5	4	5	3	4	5	4	4	4	5	1	5
807	3	0	3	3	0	3	3	2	3	3	3	3	3	4	3
808	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
809	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
810	5	2	4	0	4	4	2	5	3	2	5	4	4	1	4
811	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
812	3	3	3	3	3	3	5	3	3	5	3	3	3	5	5
813	3	3	3	3	3	3	5	3	3	3	3	3	5	3	5
814	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
815	2	2	4	2	4	4	2	2	4	2	4	4	2	2	4
816	5	0	3	3	0	3	0	3	5	3	0	0	5	4	3
817	3	3	3	3	3	3	5	5	1	3	5	3	1	3	5
818	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
819	2	3	2	2	5	2	5	2	3	2	5	5	3	5	3
820	5	0	5	5	0	5	0	4	4	5	0	0	5	5	5
821	4	0	5	4	0	5	1	3	3	4	0	0	4	5	5
822	3	3	3	5	2	3	3	3	5	3	2	3	3	3	3
823	4	2	3	3	2	5	3	5	3	3	2	1	4	4	5
824	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
825	4	3	2	2	4	4	4	4	4	2	4	3	4	2	3
826	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
827	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
828	4	2	3	3	2	4	1	3	4	1	0	0	4	3	4
829	4	0	3	2	3	5	2	5	2	2	3	0	2	2	5
830	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
831	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
832	3	2	3	3	2	3	2	3	3	3	2	2	3	3	3
833	5	4	5	5	4	5	3	4	5	4	4	4	5	1	5
834	5	0	4	1	0	5	1	4	5	4	1	1	5	5	4
835	4	4	5	5	4	5	0	5	1	5	0	0	4	3	3
836	5	4	1	1	4	3	3	1	5	1	3	3	5	5	3
837	5	2	5	5	2	5	0	5	4	4	1	1	3	4	5
838	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2
839	4	1	2	2	2	4	2	4	4	2	2	2	4	4	4
840	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
841	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
842	3	3	5	3	4	0	3	3	3	3	2	2	5	5	3
843	5	4	0	0	4	3	3	2	5	0	0	0	5	1	5
844	4	4	2	3	4	2	3	1	3	2	5	5	2	2	3
845	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
846	4	2	3	3	3	4	3	4	4	3	4	3	4	3	3
847	4	1	3	3	2	3	2	3	3	3	2	2	3	5	4
848	3	0	4	4	0	5	1	5	4	3	0	0	3	5	5
849	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
850	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
852	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
853	3	5	2	2	5	3	3	0	3	2	3	3	3	0	3
854	5	4	5	5	4	5	3	4	5	4	4	4	5	1	5
855	5	0	3	2	0	3	0	3	5	3	0	0	5	5	3
856	4	2	3	3	2	5	3	5	3	3	2	1	4	4	5
857	5	2	4	5	0	5	2	5	4	4	1	0	5	4	3
858	4	2	2	3	3	3	1	4	4	3	1	2	3	2	4
859	5	4	1	1	4	3	3	1	5	1	3	3	5	1	3
860	5	3	3	3	3	5	2	3	5	3	0	0	5	4	5
861	5	0	5	5	0	5	0	5	5	4	0	0	4	4	5
862	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
863	5	0	4	4	0	4	4	4	5	4	4	4	5	5	4
864	4	3	5	5	3	5	3	4	4	5	3	3	4	4	5
865	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
866	5	0	4	3	0	5	1	4	3	4	0	0	4	5	4
867	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
